component_1,table_type,component_2,component_3,component_4,component_5,value
REG2,TOP,ROTNGAS1,RSDGAS,IN,,
REG2,TOP,ROTNOIL1,DROT,OUT,,
REG2,TOP,ROTNOIL1,RSDOIL,IN,,
REG2,TOP,RSHNBIO1,DRSH,OUT,,
REG2,TOP,RSHNBIO1,RSDBIO,IN,,
REG2,TOP,RSHNCOA1,DRSH,OUT,,
REG2,TOP,RSHNCOA1,RSDCOA,IN,,
REG2,TOP,RSHNELC1,DRSH,OUT,,
REG2,TOP,RSHNELC1,RSDELC,IN,,
REG2,TOP,RSHNGAS1,DRSH,OUT,,
REG2,TOP,RSHNGAS1,RSDGAS,IN,,
REG2,TOP,RSHNOIL1,DRSH,OUT,,
REG2,TOP,RSHNOIL1,RSDOIL,IN,,
REG2,TOP,RSHNSOL1,DRSH,OUT,,
REG2,TOP,RSHNSOL1,RSDSOL,IN,,
REG2,TOP,TCANDSL1,DTCAR,OUT,,
REG2,TOP,TCANDSL1,TRADSL,IN,,
REG2,TOP,TCANELC1,DTCAR,OUT,,
REG2,TOP,TCANELC1,TRAELC,IN,,
REG2,TOP,TCANGAS1,DTCAR,OUT,,
REG2,TOP,TCANGAS1,TRAGAS,IN,,
REG2,TOP,TCANGSL1,DTCAR,OUT,,
REG2,TOP,TCANGSL1,TRAGSL,IN,,
REG2,TOP,TCANLPG1,DTCAR,OUT,,
REG2,TOP,TCANLPG1,TRALPG,IN,,
REG2,TOP,TCARNBIO1,DTCAR,OUT,,
REG2,TOP,TCARNBIO1,TRABIO,IN,,
REG2,TOP,TPUBNBIO1,DTPUB,OUT,,
REG2,TOP,TPUBNBIO1,TRABIO,IN,,
REG2,TOP,TPUNDSL1,DTPUB,OUT,,
REG2,TOP,TPUNDSL1,TRADSL,IN,,
REG2,TOP,TPUNELC1,DTPUB,OUT,,
REG2,TOP,TPUNELC1,TRAELC,IN,,
REG2,TOP,TPUNGAS1,DTPUB,OUT,,
REG2,TOP,TPUNGAS1,TRAGAS,IN,,
REG2,TOP,TPUNGSL1,DTPUB,OUT,,
REG2,TOP,TPUNGSL1,TRAGSL,IN,,
REG2,TOP,TPUNLPG1,DTPUB,OUT,,
REG2,TOP,TPUNLPG1,TRALPG,IN,,
REG1,PRC_VINT,ELCTNGAS01,,,,
REG2,PRC_VINT,ELCTNGAS01,,,,
REG1,PRC_DESC,CAPNELC1' 'Demand Technologies Commercial Sector - New Appliancens - Electricity,,,,
REG1,PRC_DESC,COTNBIO1' 'Demand Technologies Commercial Sector - New Other - Biomass,,,,
REG1,PRC_DESC,COTNCOA1' 'Demand Technologies Commercial Sector - New Other - Solid Fuels,,,,
REG1,PRC_DESC,COTNELC1' 'Demand Technologies Commercial Sector - New Other - Electricity,,,,
REG1,PRC_DESC,COTNGAS1' 'Demand Technologies Commercial Sector - New Other - Natural Gas,,,,
REG1,PRC_DESC,COTNOIL1' 'Demand Technologies Commercial Sector - New Other - oil,,,,
REG1,PRC_DESC,CSHNBIO1' 'Demand Technologies Commercial Sector - New Space Heating - Biomass,,,,
REG1,PRC_DESC,CSHNCOA1' 'Demand Technologies Commercial Sector - New Space Heating - Solid Fuels,,,,
REG1,PRC_DESC,CSHNELC1' 'Demand Technologies Commercial Sector - New Space Heating - Natural Gas,,,,
REG1,PRC_DESC,CSHNGAS1' 'Demand Technologies Commercial Sector - New Space Heating - Natural Gas,,,,
REG1,PRC_DESC,CSHNOIL1' 'Demand Technologies Commercial Sector - New Space Heating - oil,,,,
REG1,PRC_DESC,CSHNSOL1' 'Demand Technologies Commercial Sector - New Space Heating - Solar energy,,,,
REG1,PRC_DESC,ELCNNNUC01' 'Power Plants New 1 - Nuclear,,,,
REG1,PRC_DESC,ELCRNBIO01' 'Power Plants New 1 - Biomass,,,,
REG1,PRC_DESC,ELCRNHYD01' 'Power Plants New 1 - Hydro power,,,,
REG1,PRC_DESC,ELCRNSOL01' 'Power Plants New 1 - Solar energy,,,,
REG1,PRC_DESC,ELCRNWIN01' 'Power Plants New 1 - Wind energy,,,,
REG1,PRC_DESC,ELCTNCOA01' 'Power Plants New 1 - Solid Fuels,,,,
REG1,PRC_DESC,ELCTNGAS01' 'Power Plants New 1 - Natural Gas,,,,
REG1,PRC_DESC,ELCTNOIL01' 'Power Plants New 1 - Oil,,,,
REG1,PRC_DESC,RAPNELC1' 'Demand Technologies Residential Sector - New Appliancens - Electricity,,,,
REG1,PRC_DESC,ROTNBIO1' 'Demand Technologies Residential Sector - New Other - Biomass,,,,
REG1,PRC_DESC,ROTNCOA1' 'Demand Technologies Residential Sector - New Other - Solid Fuels,,,,
REG1,PRC_DESC,ROTNELC1' 'Demand Technologies Residential Sector - New Other - Electricity,,,,
REG1,PRC_DESC,ROTNGAS1' 'Demand Technologies Residential Sector - New Other - Natural Gas,,,,
REG1,PRC_DESC,ROTNOIL1' 'Demand Technologies Residential Sector - New Other - oil,,,,
REG1,PRC_DESC,RSHNBIO1' 'Demand Technologies Residential Sector - New Space Heating - Biomass,,,,
REG1,PRC_DESC,RSHNCOA1' 'Demand Technologies Residential Sector - New Space Heating - Solid Fuels,,,,
REG1,PRC_DESC,RSHNELC1' 'Demand Technologies Residential Sector - New Space Heating - Natural Gas,,,,
REG1,PRC_DESC,RSHNGAS1' 'Demand Technologies Residential Sector - New Space Heating - Natural Gas,,,,
REG1,PRC_DESC,RSHNOIL1' 'Demand Technologies Residential Sector - New Space Heating - oil,,,,
REG1,PRC_DESC,RSHNSOL1' 'Demand Technologies Residential Sector - New Space Heating - Solar energy,,,,
REG1,PRC_DESC,TCANDSL1' 'Demand Technologies Transport Sector - New Cars - Diesel oil,,,,
REG1,PRC_DESC,TCANELC1' 'Demand Technologies Transport Sector - New Cars - Electricity,,,,
REG1,PRC_DESC,TCANGAS1' 'Demand Technologies Transport Sector - New Cars - Natural Gas,,,,
REG1,PRC_DESC,TCANGSL1' 'Demand Technologies Transport Sector - New Cars - Motor spirit,,,,
REG1,PRC_DESC,TCANLPG1' 'Demand Technologies Transport Sector - New Cars - LPG,,,,
REG1,PRC_DESC,TCARNBIO1' 'Demand Technologies Transport Sector - New Cars - Biofuels,,,,
REG1,PRC_DESC,TPUBNBIO1' 'Demand Technologies Transport Sector - New Pub - Biofuels,,,,
REG1,PRC_DESC,TPUNDSL1' 'Demand Technologies Transport Sector - New Pub - Diesel oil,,,,
REG1,PRC_DESC,TPUNELC1' 'Demand Technologies Transport Sector - New Pub - Electricity,,,,
REG1,PRC_DESC,TPUNGAS1' 'Demand Technologies Transport Sector - New Pub - Natural Gas,,,,
REG1,PRC_DESC,TPUNGSL1' 'Demand Technologies Transport Sector - New Pub - Motor spirit,,,,
REG1,PRC_DESC,TPUNLPG1' 'Demand Technologies Transport Sector - New Pub - LPG,,,,
REG2,PRC_DESC,CAPNELC1' 'Demand Technologies Commercial Sector - New Appliancens - Electricity,,,,
REG2,PRC_DESC,COTNBIO1' 'Demand Technologies Commercial Sector - New Other - Biomass,,,,
REG2,PRC_DESC,COTNCOA1' 'Demand Technologies Commercial Sector - New Other - Solid Fuels,,,,
REG2,PRC_DESC,COTNELC1' 'Demand Technologies Commercial Sector - New Other - Electricity,,,,
REG2,PRC_DESC,COTNGAS1' 'Demand Technologies Commercial Sector - New Other - Natural Gas,,,,
REG2,PRC_DESC,COTNOIL1' 'Demand Technologies Commercial Sector - New Other - oil,,,,
REG2,PRC_DESC,CSHNBIO1' 'Demand Technologies Commercial Sector - New Space Heating - Biomass,,,,
REG2,PRC_DESC,CSHNCOA1' 'Demand Technologies Commercial Sector - New Space Heating - Solid Fuels,,,,
REG2,PRC_DESC,CSHNELC1' 'Demand Technologies Commercial Sector - New Space Heating - Natural Gas,,,,
REG2,PRC_DESC,CSHNGAS1' 'Demand Technologies Commercial Sector - New Space Heating - Natural Gas,,,,
REG2,PRC_DESC,CSHNOIL1' 'Demand Technologies Commercial Sector - New Space Heating - oil,,,,
REG2,PRC_DESC,CSHNSOL1' 'Demand Technologies Commercial Sector - New Space Heating - Solar energy,,,,
REG2,PRC_DESC,ELCNNNUC01' 'Power Plants New 1 - Nuclear,,,,
REG2,PRC_DESC,ELCRNBIO01' 'Power Plants New 1 - Biomass,,,,
REG2,PRC_DESC,ELCRNHYD01' 'Power Plants New 1 - Hydro power,,,,
REG2,PRC_DESC,ELCRNSOL01' 'Power Plants New 1 - Solar energy,,,,
REG2,PRC_DESC,ELCRNWIN01' 'Power Plants New 1 - Wind energy,,,,
REG2,PRC_DESC,ELCTNCOA01' 'Power Plants New 1 - Solid Fuels,,,,
REG2,PRC_DESC,ELCTNGAS01' 'Power Plants New 1 - Natural Gas,,,,
REG2,PRC_DESC,ELCTNOIL01' 'Power Plants New 1 - Oil,,,,
REG2,PRC_DESC,RAPNELC1' 'Demand Technologies Residential Sector - New Appliancens - Electricity,,,,
REG2,PRC_DESC,ROTNBIO1' 'Demand Technologies Residential Sector - New Other - Biomass,,,,
REG2,PRC_DESC,ROTNCOA1' 'Demand Technologies Residential Sector - New Other - Solid Fuels,,,,
REG2,PRC_DESC,ROTNELC1' 'Demand Technologies Residential Sector - New Other - Electricity,,,,
REG2,PRC_DESC,ROTNGAS1' 'Demand Technologies Residential Sector - New Other - Natural Gas,,,,
REG2,PRC_DESC,ROTNOIL1' 'Demand Technologies Residential Sector - New Other - oil,,,,
REG2,PRC_DESC,RSHNBIO1' 'Demand Technologies Residential Sector - New Space Heating - Biomass,,,,
REG2,PRC_DESC,RSHNCOA1' 'Demand Technologies Residential Sector - New Space Heating - Solid Fuels,,,,
REG2,PRC_DESC,RSHNELC1' 'Demand Technologies Residential Sector - New Space Heating - Natural Gas,,,,
REG2,PRC_DESC,RSHNGAS1' 'Demand Technologies Residential Sector - New Space Heating - Natural Gas,,,,
REG2,PRC_DESC,RSHNOIL1' 'Demand Technologies Residential Sector - New Space Heating - oil,,,,
REG2,PRC_DESC,RSHNSOL1' 'Demand Technologies Residential Sector - New Space Heating - Solar energy,,,,
REG2,PRC_DESC,TCANDSL1' 'Demand Technologies Transport Sector - New Cars - Diesel oil,,,,
REG2,PRC_DESC,TCANELC1' 'Demand Technologies Transport Sector - New Cars - Electricity,,,,
REG2,PRC_DESC,TCANGAS1' 'Demand Technologies Transport Sector - New Cars - Natural Gas,,,,
REG2,PRC_DESC,TCANGSL1' 'Demand Technologies Transport Sector - New Cars - Motor spirit,,,,
REG2,PRC_DESC,TCANLPG1' 'Demand Technologies Transport Sector - New Cars - LPG,,,,
REG2,PRC_DESC,TCARNBIO1' 'Demand Technologies Transport Sector - New Cars - Biofuels,,,,
REG2,PRC_DESC,TPUBNBIO1' 'Demand Technologies Transport Sector - New Pub - Biofuels,,,,
REG2,PRC_DESC,TPUNDSL1' 'Demand Technologies Transport Sector - New Pub - Diesel oil,,,,
REG2,PRC_DESC,TPUNELC1' 'Demand Technologies Transport Sector - New Pub - Electricity,,,,
REG2,PRC_DESC,TPUNGAS1' 'Demand Technologies Transport Sector - New Pub - Natural Gas,,,,
REG2,PRC_DESC,TPUNGSL1' 'Demand Technologies Transport Sector - New Pub - Motor spirit,,,,
REG2,PRC_DESC,TPUNLPG1' 'Demand Technologies Transport Sector - New Pub - LPG,,,,
REG1,ACT_EFF,2005,CAPNELC1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,COTNBIO1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,COTNCOA1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,COTNELC1,ACT,ANNUAL,1.05
REG1,ACT_EFF,2005,COTNGAS1,ACT,ANNUAL,1.05
REG1,ACT_EFF,2005,COTNOIL1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,CSHNBIO1,ACT,ANNUAL,0.8
REG1,ACT_EFF,2005,CSHNCOA1,ACT,ANNUAL,0.88
REG1,ACT_EFF,2005,CSHNELC1,ACT,ANNUAL,0.96
REG1,ACT_EFF,2005,CSHNGAS1,ACT,ANNUAL,0.93
REG1,ACT_EFF,2005,CSHNOIL1,ACT,ANNUAL,0.83
REG1,ACT_EFF,2005,CSHNSOL1,ACT,ANNUAL,1.0
REG1,ACT_EFF,2005,ELCNNNUC01,ACT,ANNUAL,0.33
REG1,ACT_EFF,2005,ELCRNBIO01,ACT,ANNUAL,0.35
REG1,ACT_EFF,2005,ELCRNHYD01,ACT,ANNUAL,1.0
REG1,ACT_EFF,2005,ELCRNSOL01,ACT,ANNUAL,1.0
REG1,ACT_EFF,2005,ELCRNWIN01,ACT,ANNUAL,1.0
REG1,ACT_EFF,2005,ELCTNCOA01,ACT,ANNUAL,0.42
REG1,ACT_EFF,2005,ELCTNOIL01,ACT,ANNUAL,0.3
REG1,ACT_EFF,2005,RAPNELC1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,ROTNBIO1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,ROTNCOA1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,ROTNELC1,ACT,ANNUAL,1.05
REG1,ACT_EFF,2005,ROTNGAS1,ACT,ANNUAL,1.05
REG1,ACT_EFF,2005,ROTNOIL1,ACT,ANNUAL,1.02
REG1,ACT_EFF,2005,RSHNBIO1,ACT,ANNUAL,0.8
REG1,ACT_EFF,2005,RSHNCOA1,ACT,ANNUAL,0.88
REG1,ACT_EFF,2005,RSHNELC1,ACT,ANNUAL,0.96
REG1,ACT_EFF,2005,RSHNGAS1,ACT,ANNUAL,0.93
REG1,ACT_EFF,2005,RSHNOIL1,ACT,ANNUAL,0.83
REG1,ACT_EFF,2005,RSHNSOL1,ACT,ANNUAL,1.0
REG1,ACT_EFF,2005,TCANDSL1,ACT,ANNUAL,0.4305
REG1,ACT_EFF,2005,TCANELC1,ACT,ANNUAL,0.42
REG1,ACT_EFF,2005,TCANGAS1,ACT,ANNUAL,0.399
REG1,ACT_EFF,2005,TCANGSL1,ACT,ANNUAL,0.42
REG1,ACT_EFF,2005,TCANLPG1,ACT,ANNUAL,0.399
REG1,ACT_EFF,2005,TCARNBIO1,ACT,ANNUAL,0.42
REG1,ACT_EFF,2005,TPUBNBIO1,ACT,ANNUAL,0.1575
REG1,ACT_EFF,2005,TPUNDSL1,ACT,ANNUAL,0.1575
REG1,ACT_EFF,2005,TPUNELC1,ACT,ANNUAL,0.0315
REG1,ACT_EFF,2005,TPUNGAS1,ACT,ANNUAL,0.105
REG1,ACT_EFF,2005,TPUNGSL1,ACT,ANNUAL,0.1575
REG1,ACT_EFF,2005,TPUNLPG1,ACT,ANNUAL,0.105
REG1,ACT_EFF,2006,ELCTNGAS01,ACT,ANNUAL,0.5
REG1,ACT_EFF,2010,ELCTNGAS01,ACT,ANNUAL,0.51
REG1,ACT_EFF,2015,ELCTNGAS01,ACT,ANNUAL,0.52
REG1,ACT_EFF,2020,ELCTNGAS01,ACT,ANNUAL,0.55
REG2,ACT_EFF,2005,CAPNELC1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,COTNBIO1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,COTNCOA1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,COTNELC1,ACT,ANNUAL,1.05
REG2,ACT_EFF,2005,COTNGAS1,ACT,ANNUAL,1.05
REG2,ACT_EFF,2005,COTNOIL1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,CSHNBIO1,ACT,ANNUAL,0.8
REG2,ACT_EFF,2005,CSHNCOA1,ACT,ANNUAL,0.88
REG2,ACT_EFF,2005,CSHNELC1,ACT,ANNUAL,0.96
REG2,ACT_EFF,2005,CSHNGAS1,ACT,ANNUAL,0.93
REG2,ACT_EFF,2005,CSHNOIL1,ACT,ANNUAL,0.83
REG2,ACT_EFF,2005,CSHNSOL1,ACT,ANNUAL,1.0
REG2,ACT_EFF,2005,ELCNNNUC01,ACT,ANNUAL,0.33
REG2,ACT_EFF,2005,ELCRNBIO01,ACT,ANNUAL,0.35
REG2,ACT_EFF,2005,ELCRNHYD01,ACT,ANNUAL,1.0
REG2,ACT_EFF,2005,ELCRNSOL01,ACT,ANNUAL,1.0
REG2,ACT_EFF,2005,ELCRNWIN01,ACT,ANNUAL,1.0
REG2,ACT_EFF,2005,ELCTNCOA01,ACT,ANNUAL,0.42
REG2,ACT_EFF,2005,ELCTNOIL01,ACT,ANNUAL,0.3
REG2,ACT_EFF,2005,RAPNELC1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,ROTNBIO1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,ROTNCOA1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,ROTNELC1,ACT,ANNUAL,1.05
REG2,ACT_EFF,2005,ROTNGAS1,ACT,ANNUAL,1.05
REG2,ACT_EFF,2005,ROTNOIL1,ACT,ANNUAL,1.02
REG2,ACT_EFF,2005,RSHNBIO1,ACT,ANNUAL,0.8
REG2,ACT_EFF,2005,RSHNCOA1,ACT,ANNUAL,0.88
REG2,ACT_EFF,2005,RSHNELC1,ACT,ANNUAL,0.96
REG2,ACT_EFF,2005,RSHNGAS1,ACT,ANNUAL,0.93
REG2,ACT_EFF,2005,RSHNOIL1,ACT,ANNUAL,0.83
REG2,ACT_EFF,2005,RSHNSOL1,ACT,ANNUAL,1.0
REG2,ACT_EFF,2005,TCANDSL1,ACT,ANNUAL,0.4305
REG2,ACT_EFF,2005,TCANELC1,ACT,ANNUAL,0.42
REG2,ACT_EFF,2005,TCANGAS1,ACT,ANNUAL,0.399
REG2,ACT_EFF,2005,TCANGSL1,ACT,ANNUAL,0.42
REG2,ACT_EFF,2005,TCANLPG1,ACT,ANNUAL,0.399
REG2,ACT_EFF,2005,TCARNBIO1,ACT,ANNUAL,0.42
REG2,ACT_EFF,2005,TPUBNBIO1,ACT,ANNUAL,0.1575
REG2,ACT_EFF,2005,TPUNDSL1,ACT,ANNUAL,0.1575
REG2,ACT_EFF,2005,TPUNELC1,ACT,ANNUAL,0.0315
REG2,ACT_EFF,2005,TPUNGAS1,ACT,ANNUAL,0.105
REG2,ACT_EFF,2005,TPUNGSL1,ACT,ANNUAL,0.1575
REG2,ACT_EFF,2005,TPUNLPG1,ACT,ANNUAL,0.105
REG2,ACT_EFF,2006,ELCTNGAS01,ACT,ANNUAL,0.5
REG2,ACT_EFF,2010,ELCTNGAS01,ACT,ANNUAL,0.51
REG2,ACT_EFF,2015,ELCTNGAS01,ACT,ANNUAL,0.52
REG2,ACT_EFF,2020,ELCTNGAS01,ACT,ANNUAL,0.55
REG1,NCAP_COST,2005,CAPNELC1,MEuro05,,0.5
REG1,NCAP_COST,2005,COTNBIO1,MEuro05,,1.0
REG1,NCAP_COST,2005,COTNCOA1,MEuro05,,1.0
REG1,NCAP_COST,2005,COTNELC1,MEuro05,,0.75
REG1,NCAP_COST,2005,COTNGAS1,MEuro05,,0.5
REG1,NCAP_COST,2005,COTNOIL1,MEuro05,,0.3
REG1,NCAP_COST,2005,CSHNBIO1,MEuro05,,750.0
REG1,NCAP_COST,2005,CSHNCOA1,MEuro05,,400.0
REG1,NCAP_COST,2005,CSHNELC1,MEuro05,,400.0
REG1,NCAP_COST,2005,CSHNGAS1,MEuro05,,300.0
REG1,NCAP_COST,2005,CSHNOIL1,MEuro05,,250.0
REG1,NCAP_COST,2005,CSHNSOL1,MEuro05,,1000.0
REG1,NCAP_COST,2005,ELCNNNUC01,MEuro05,,3750.0
REG1,NCAP_COST,2005,ELCRNBIO01,MEuro05,,2500.0
REG1,NCAP_COST,2005,ELCRNHYD01,MEuro05,,3000.0
REG1,NCAP_COST,2005,ELCRNSOL01,MEuro05,,3000.0
REG1,NCAP_COST,2005,ELCRNWIN01,MEuro05,,1500.0
REG1,NCAP_COST,2005,ELCTNCOA01,MEuro05,,1500.0
REG1,NCAP_COST,2005,ELCTNOIL01,MEuro05,,250.0
REG1,NCAP_COST,2005,RAPNELC1,MEuro05,,0.5
REG1,NCAP_COST,2005,ROTNBIO1,MEuro05,,1.0
REG1,NCAP_COST,2005,ROTNCOA1,MEuro05,,1.0
REG1,NCAP_COST,2005,ROTNELC1,MEuro05,,0.75
REG1,NCAP_COST,2005,ROTNGAS1,MEuro05,,0.5
REG1,NCAP_COST,2005,ROTNOIL1,MEuro05,,0.3
REG1,NCAP_COST,2005,RSHNBIO1,MEuro05,,750.0
REG1,NCAP_COST,2005,RSHNCOA1,MEuro05,,400.0
REG1,NCAP_COST,2005,RSHNELC1,MEuro05,,400.0
REG1,NCAP_COST,2005,RSHNGAS1,MEuro05,,300.0
REG1,NCAP_COST,2005,RSHNOIL1,MEuro05,,250.0
REG1,NCAP_COST,2005,RSHNSOL1,MEuro05,,1000.0
REG1,NCAP_COST,2005,TCANDSL1,MEuro05,,16.0
REG1,NCAP_COST,2005,TCANELC1,MEuro05,,25.0
REG1,NCAP_COST,2005,TCANGAS1,MEuro05,,18.0
REG1,NCAP_COST,2005,TCANGSL1,MEuro05,,15.5
REG1,NCAP_COST,2005,TCANLPG1,MEuro05,,15.5
REG1,NCAP_COST,2005,TCARNBIO1,MEuro05,,18.0
REG1,NCAP_COST,2005,TPUBNBIO1,MEuro05,,27.0
REG1,NCAP_COST,2005,TPUNDSL1,MEuro05,,24.0
REG1,NCAP_COST,2005,TPUNELC1,MEuro05,,37.5
REG1,NCAP_COST,2005,TPUNGAS1,MEuro05,,27.0
REG1,NCAP_COST,2005,TPUNGSL1,MEuro05,,23.25
REG1,NCAP_COST,2005,TPUNLPG1,MEuro05,,23.25
REG1,NCAP_COST,2006,ELCTNGAS01,MEuro05,,750.0
REG2,NCAP_COST,2005,CAPNELC1,MEuro05,,0.5
REG2,NCAP_COST,2005,COTNBIO1,MEuro05,,1.0
REG2,NCAP_COST,2005,COTNCOA1,MEuro05,,1.0
REG2,NCAP_COST,2005,COTNELC1,MEuro05,,0.75
REG2,NCAP_COST,2005,COTNGAS1,MEuro05,,0.5
REG2,NCAP_COST,2005,COTNOIL1,MEuro05,,0.3
REG2,NCAP_COST,2005,CSHNBIO1,MEuro05,,750.0
REG2,NCAP_COST,2005,CSHNCOA1,MEuro05,,400.0
REG2,NCAP_COST,2005,CSHNELC1,MEuro05,,400.0
REG2,NCAP_COST,2005,CSHNGAS1,MEuro05,,300.0
REG2,NCAP_COST,2005,CSHNOIL1,MEuro05,,250.0
REG2,NCAP_COST,2005,CSHNSOL1,MEuro05,,1000.0
REG2,NCAP_COST,2005,ELCNNNUC01,MEuro05,,3750.0
REG2,NCAP_COST,2005,ELCRNBIO01,MEuro05,,2500.0
REG2,NCAP_COST,2005,ELCRNHYD01,MEuro05,,3000.0
REG2,NCAP_COST,2005,ELCRNSOL01,MEuro05,,3000.0
REG2,NCAP_COST,2005,ELCRNWIN01,MEuro05,,1500.0
REG2,NCAP_COST,2005,ELCTNCOA01,MEuro05,,1500.0
REG2,NCAP_COST,2005,ELCTNOIL01,MEuro05,,250.0
REG2,NCAP_COST,2005,RAPNELC1,MEuro05,,0.5
REG2,NCAP_COST,2005,ROTNBIO1,MEuro05,,1.0
REG2,NCAP_COST,2005,ROTNCOA1,MEuro05,,1.0
REG2,NCAP_COST,2005,ROTNELC1,MEuro05,,0.75
REG2,NCAP_COST,2005,ROTNGAS1,MEuro05,,0.5
REG2,NCAP_COST,2005,ROTNOIL1,MEuro05,,0.3
REG2,NCAP_COST,2005,RSHNBIO1,MEuro05,,750.0
REG2,NCAP_COST,2005,RSHNCOA1,MEuro05,,400.0
REG2,NCAP_COST,2005,RSHNELC1,MEuro05,,400.0
REG2,NCAP_COST,2005,RSHNGAS1,MEuro05,,300.0
REG2,NCAP_COST,2005,RSHNOIL1,MEuro05,,250.0
REG2,NCAP_COST,2005,RSHNSOL1,MEuro05,,1000.0
REG2,NCAP_COST,2005,TCANDSL1,MEuro05,,16.0
REG2,NCAP_COST,2005,TCANELC1,MEuro05,,25.0
REG2,NCAP_COST,2005,TCANGAS1,MEuro05,,18.0
REG2,NCAP_COST,2005,TCANGSL1,MEuro05,,15.5
REG2,NCAP_COST,2005,TCANLPG1,MEuro05,,15.5
REG2,NCAP_COST,2005,TCARNBIO1,MEuro05,,18.0
REG2,NCAP_COST,2005,TPUBNBIO1,MEuro05,,27.0
REG2,NCAP_COST,2005,TPUNDSL1,MEuro05,,24.0
REG2,NCAP_COST,2005,TPUNELC1,MEuro05,,37.5
REG2,NCAP_COST,2005,TPUNGAS1,MEuro05,,27.0
REG2,NCAP_COST,2005,TPUNGSL1,MEuro05,,23.25
REG2,NCAP_COST,2005,TPUNLPG1,MEuro05,,23.25
REG2,NCAP_COST,2006,ELCTNGAS01,MEuro05,,750.0
REG1,NCAP_PKCNT,2005,ELCNNNUC01,ANNUAL,,1.0
REG1,NCAP_PKCNT,2005,ELCRNBIO01,ANNUAL,,1.0
REG1,NCAP_PKCNT,2005,ELCRNHYD01,ANNUAL,,0.5
REG1,NCAP_PKCNT,2005,ELCRNSOL01,ANNUAL,,0.2
REG1,NCAP_PKCNT,2005,ELCRNWIN01,ANNUAL,,0.3
REG1,NCAP_PKCNT,2005,ELCTNCOA01,ANNUAL,,1.0
REG1,NCAP_PKCNT,2005,ELCTNOIL01,ANNUAL,,1.0
REG1,NCAP_PKCNT,2006,ELCTNGAS01,ANNUAL,,1.0
REG2,NCAP_PKCNT,2005,ELCNNNUC01,ANNUAL,,1.0
REG2,NCAP_PKCNT,2005,ELCRNBIO01,ANNUAL,,1.0
REG2,NCAP_PKCNT,2005,ELCRNHYD01,ANNUAL,,0.5
REG2,NCAP_PKCNT,2005,ELCRNSOL01,ANNUAL,,0.2
REG2,NCAP_PKCNT,2005,ELCRNWIN01,ANNUAL,,0.3
REG2,NCAP_PKCNT,2005,ELCTNCOA01,ANNUAL,,1.0
REG2,NCAP_PKCNT,2005,ELCTNOIL01,ANNUAL,,1.0
REG2,NCAP_PKCNT,2006,ELCTNGAS01,ANNUAL,,1.0
REG1,NCAP_TLIFE,2005,CAPNELC1,,,5.0
REG1,NCAP_TLIFE,2005,COTNBIO1,,,15.0
REG1,NCAP_TLIFE,2005,COTNCOA1,,,15.0
REG1,NCAP_TLIFE,2005,COTNELC1,,,15.0
REG1,NCAP_TLIFE,2005,COTNGAS1,,,15.0
REG1,NCAP_TLIFE,2005,COTNOIL1,,,15.0
REG1,NCAP_TLIFE,2005,CSHNBIO1,,,20.0
REG1,NCAP_TLIFE,2005,CSHNCOA1,,,20.0
REG1,NCAP_TLIFE,2005,CSHNELC1,,,20.0
REG1,NCAP_TLIFE,2005,CSHNGAS1,,,20.0
REG1,NCAP_TLIFE,2005,CSHNOIL1,,,20.0
REG1,NCAP_TLIFE,2005,CSHNSOL1,,,15.0
REG1,NCAP_TLIFE,2005,ELCNNNUC01,,,60.0
REG1,NCAP_TLIFE,2005,ELCRNBIO01,,,25.0
REG1,NCAP_TLIFE,2005,ELCRNHYD01,,,50.0
REG1,NCAP_TLIFE,2005,ELCRNSOL01,,,15.0
REG1,NCAP_TLIFE,2005,ELCRNWIN01,,,20.0
REG1,NCAP_TLIFE,2005,ELCTNCOA01,,,40.0
REG1,NCAP_TLIFE,2005,ELCTNOIL01,,,40.0
REG1,NCAP_TLIFE,2005,RAPNELC1,,,5.0
REG1,NCAP_TLIFE,2005,ROTNBIO1,,,15.0
REG1,NCAP_TLIFE,2005,ROTNCOA1,,,15.0
REG1,NCAP_TLIFE,2005,ROTNELC1,,,15.0
REG1,NCAP_TLIFE,2005,ROTNGAS1,,,15.0
REG1,NCAP_TLIFE,2005,ROTNOIL1,,,15.0
REG1,NCAP_TLIFE,2005,RSHNBIO1,,,20.0
REG1,NCAP_TLIFE,2005,RSHNCOA1,,,20.0
REG1,NCAP_TLIFE,2005,RSHNELC1,,,20.0
REG1,NCAP_TLIFE,2005,RSHNGAS1,,,20.0
